SaleID,Product,Quantity,UnitPrice,TotalPrice
1171,Keyboard,18,192.9550847368487,3473.1915252632766
7736,Chair,3,94.28850126015955,282.86550378047866
5287,Keyboard,13,413.4724315853944,5375.141610610128
9803,Chair,11,73.96098672956929,813.5708540252622
4613,Mouse,15,464.5108779385343,6967.663169078014
9552,Chair,19,378.90760450218403,7199.244485541497
6989,Laptop,19,470.5064864386507,8939.623242334363
2388,Chair,18,489.64114177871653,8813.540552016897
1876,Monitor,17,109.10749684222921,1854.8274463178966
4176,Mouse,11,261.36574310972475,2875.0231742069723
6009,Mouse,2,83.71449748231525,167.4289949646305
9903,Monitor,4,295.3727922336221,1181.4911689344883
2578,Mouse,18,285.59549210143973,5140.718857825916
4145,Chair,17,274.55059651047765,4667.36014067812
9501,Mouse,16,121.51255602124952,1944.2008963399924
9291,Laptop,1,61.2310336991428,61.2310336991428
4991,Mouse,11,66.8570169249394,735.4271861743334
5816,Keyboard,13,228.1708570100483,2966.221141130628
7284,Monitor,19,114.53756006551879,2176.213641244857
5102,Laptop,1,433.06404888744765,433.06404888744765
7902,Laptop,19,412.2534372696256,7832.815308122886
6042,Monitor,10,73.41265836179298,734.1265836179298
3880,Keyboard,12,326.90961527888345,3922.9153833466016
6087,Laptop,9,57.96899366919695,521.7209430227725
3362,Laptop,6,296.4129186505988,1778.4775119035926
6982,Keyboard,10,430.1888371760658,4301.888371760659
3519,Chair,4,123.42530984150146,493.70123936600584
3394,Laptop,6,479.6123261674289,2877.6739570045734
1837,Mouse,9,462.8824819195164,4165.942337275647
8503,Laptop,12,418.3659853673891,5020.391824408669
2616,Mouse,6,129.260054966452,775.560329798712
1459,Chair,12,208.7466788326693,2504.9601459920314
3791,Mouse,5,205.95509001325757,1029.775450066288
1135,Mouse,8,94.19106303756354,753.5285043005083
6490,Chair,15,351.16412500370177,5267.461875055526
9534,Laptop,18,200.7853006869571,3614.1354123652277
2868,Laptop,8,474.65231729480365,3797.218538358429
6937,Chair,3,352.5376775762604,1057.6130327287813
8909,Chair,13,322.3944744004609,4191.128167205992
6881,Keyboard,11,125.55220051770915,1381.0742056948006
1807,Keyboard,11,53.961892249465976,593.5808147441257
8017,Chair,8,172.92109251455713,1383.368740116457
5562,Laptop,8,216.5448629607494,1732.3589036859953
1487,Keyboard,4,471.64928240264095,1886.5971296105638
6606,Mouse,17,224.0467428313007,3808.794628132112
1304,Keyboard,8,16.55448131035709,132.43585048285672
6734,Chair,9,65.0060990734411,585.0548916609699
9536,Keyboard,16,248.29169968484123,3972.6671949574597
6122,Keyboard,8,26.643969530763503,213.15175624610802
5397,Monitor,4,345.5609750127754,1382.2439000511015
3394,Monitor,19,455.7501120062302,8659.252128118374
3089,Chair,13,306.322918239935,3982.197937119155
4184,Chair,18,380.95705117423046,6857.226921136148
7773,Mouse,17,373.1496680912362,6343.544357551015
1668,Keyboard,13,302.0786933993627,3927.023014191715
3053,Mouse,16,64.803356534973,1036.853704559568
4194,Monitor,12,262.13033618013606,3145.5640341616327
5391,Mouse,4,253.35300595583297,1013.4120238233319
4981,Laptop,9,401.9226747205966,3617.3040724853695
5877,Mouse,4,215.7341478689501,862.9365914758004
5571,Laptop,18,164.30736735318092,2957.5326123572568
3589,Mouse,14,181.24743596711048,2537.4641035395466
8279,Monitor,13,358.90168055934305,4665.721847271459
4779,Chair,3,148.95743370569986,446.8723011170996
7283,Chair,4,74.16043846773762,296.6417538709505
3003,Laptop,15,398.3929476376883,5975.894214565325
9553,Monitor,5,492.80488746194504,2464.0244373097253
6483,Keyboard,15,288.204536719593,4323.068050793895
5792,Keyboard,18,397.1519098641043,7148.7343775538775
7083,Laptop,15,150.02954781437748,2250.443217215662
3305,Keyboard,1,228.00814126407826,228.00814126407826
8118,Monitor,12,193.5922446083524,2323.1069353002285
3304,Chair,14,201.00712121025495,2814.099696943569
2424,Chair,4,307.57053400297855,1230.2821360119142
2815,Monitor,19,79.68095816750215,1513.938205182541
4347,Monitor,13,453.9224863878459,5900.992323041996
7301,Monitor,4,218.2370321399151,872.9481285596604
3129,Chair,5,254.06580370223205,1270.3290185111603
6299,Chair,12,476.3839172390876,5716.6070068690515
3196,Laptop,15,245.42288301200554,3681.343245180083
8167,Mouse,1,441.0395176901305,441.0395176901305
6327,Keyboard,6,402.245658108643,2413.473948651858
8861,Laptop,1,196.7708037998455,196.7708037998455
5103,Laptop,13,395.4345863163474,5140.649622112516
4024,Keyboard,7,418.92372912719475,2932.4661038903632
9083,Mouse,4,321.08306892429334,1284.3322756971734
5529,Monitor,2,280.43112449360194,560.8622489872039
4124,Monitor,16,452.68769560656676,7243.003129705068
1756,Monitor,12,270.25452523569396,3243.0543028283273
7754,Chair,3,187.64908523074962,562.9472556922489
7883,Monitor,13,128.25462824886682,1667.3101672352686
2212,Mouse,10,394.8446496817463,3948.4464968174634
6158,Monitor,13,410.03413898084017,5330.443806750922
7174,Chair,3,261.1689857024511,783.5069571073533
1891,Monitor,14,199.28675721391227,2790.0146009947716
8109,Chair,18,316.67241632200694,5700.103493796125
3740,Monitor,12,243.39630774798422,2920.7556929758107
8881,Monitor,2,87.65404468773887,175.30808937547775
8396,Mouse,12,181.57623661206992,2178.914839344839
7865,Mouse,1,305.1084770536899,305.1084770536899
